x2_1,y2_1,x2_2,y2_2,x2_3,y2_3,x2_4,y2_4,x2_5,y2_5,img_paths
82,144,158,89,124,56,72,28,36,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1985.png
78,142,154,105,134,39,46,20,44,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1986.png
78,129,154,88,126,63,62,29,49,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1987.png
81,120,125,97,116,70,55,58,63,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1988.png
108,141,136,106,146,18,57,48,22,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1989.png
91,174,144,97,132,51,45,46,34,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1990.png
88,131,140,88,112,64,64,47,47,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1991.png
107,137,132,99,140,24,61,57,38,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1992.png
91,130,132,101,119,43,61,51,33,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1993.png
100,141,136,104,110,29,63,60,34,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1994.png
88,142,163,103,114,45,67,37,26,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1995.png
91,166,156,112,123,38,22,36,40,119,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1996.png
82,163,153,97,120,52,30,16,37,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1997.png
81,142,146,92,124,50,55,42,40,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1998.png
84,143,149,87,119,58,63,30,37,117,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1999.png
92,141,166,99,112,38,67,51,18,119,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2000.png
81,144,136,86,114,60,37,44,37,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2001.png
71,130,130,93,113,66,37,37,53,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2002.png
81,152,160,82,138,51,50,41,20,122,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2003.png
87,125,128,89,112,69,58,69,50,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2004.png
101,155,131,96,133,32,53,47,43,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2005.png
95,144,144,115,133,26,65,51,21,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2006.png
90,162,159,99,128,51,42,20,21,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2007.png
82,121,145,90,110,65,75,50,51,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2008.png
86,129,145,92,112,61,62,51,33,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2009.png
81,158,164,102,146,20,51,34,28,119,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2010.png
88,127,162,94,108,57,75,51,43,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2011.png
95,156,151,104,132,40,47,35,24,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2012.png
94,151,155,99,138,35,59,53,30,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2013.png
91,160,141,105,128,33,41,32,32,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2014.png
92,152,154,92,129,44,55,47,26,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2015.png
98,155,143,101,136,29,56,43,39,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2016.png
107,135,129,106,146,11,60,55,33,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2017.png
93,151,153,115,125,47,60,28,37,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2018.png
81,124,140,92,112,63,68,38,55,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2019.png
112,132,126,101,125,28,59,59,47,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2020.png
73,141,140,94,119,58,33,33,46,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2021.png
84,131,137,89,105,70,83,59,50,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2022.png
108,116,116,95,124,60,64,63,57,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2023.png
95,124,122,108,115,41,67,58,17,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2024.png
83,140,154,114,122,43,66,36,35,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2025.png
98,146,149,101,120,26,65,54,28,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2026.png
84,117,123,116,102,61,77,62,59,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2027.png
104,120,118,98,121,39,70,62,55,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2028.png
101,130,117,102,135,22,64,62,46,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2029.png
78,145,170,114,133,28,56,21,35,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2030.png
75,160,153,86,129,49,28,36,21,118,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2031.png
91,154,169,93,141,34,62,46,10,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2032.png
109,129,127,104,136,17,66,59,41,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2033.png
88,140,175,98,115,37,61,39,26,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2034.png
93,132,141,112,118,46,70,57,10,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2035.png
98,135,142,108,127,44,70,53,33,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2036.png
89,147,162,94,135,42,65,48,18,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2037.png
86,149,143,104,125,33,58,33,42,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2038.png
88,128,155,100,110,59,63,55,35,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2039.png
88,138,125,103,116,65,55,55,59,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2040.png
88,124,143,89,116,64,70,53,52,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2041.png
91,162,152,102,121,46,38,27,36,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2042.png
89,154,164,105,125,25,63,48,14,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2043.png
74,146,138,99,121,56,43,40,44,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2044.png
114,134,127,100,130,46,63,53,48,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2045.png
77,150,133,92,122,66,38,46,51,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2046.png
94,161,139,92,129,49,53,52,40,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2047.png
90,140,159,96,122,51,59,49,27,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2048.png
72,131,141,93,121,65,40,26,52,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2049.png
108,136,132,112,154,26,64,52,34,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2050.png
83,137,157,102,119,37,63,42,38,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2051.png
101,139,134,115,126,21,61,55,22,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2052.png
81,122,150,93,112,61,73,43,54,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2053.png
98,162,135,93,126,52,52,51,44,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2054.png
80,127,148,97,117,60,40,20,50,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2055.png
100,154,147,115,142,24,50,41,17,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2056.png
90,141,156,87,113,54,69,39,39,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2057.png
103,123,121,105,147,19,64,55,33,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2058.png
79,129,132,93,124,69,50,43,57,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2059.png
84,132,158,101,114,44,65,45,43,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2060.png
87,120,148,91,110,66,71,55,51,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2061.png
83,154,164,108,135,29,53,43,21,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2062.png
109,145,135,104,143,16,59,55,37,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2063.png
94,129,122,106,106,47,74,53,47,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2064.png
87,124,143,98,114,60,67,46,54,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2065.png
91,152,171,102,123,26,64,46,8,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2066.png
95,136,128,102,117,42,74,59,42,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2067.png
98,145,135,100,118,53,49,46,45,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2068.png
101,134,129,104,128,33,61,42,35,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2069.png
83,152,138,93,118,58,32,51,39,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2070.png
102,150,132,97,130,34,61,62,47,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2071.png
91,152,151,93,126,49,54,42,27,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2072.png
91,124,131,113,117,54,70,58,24,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2073.png
72,129,143,102,114,44,36,55,52,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2074.png
90,132,135,94,115,64,60,58,43,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2075.png
94,158,171,103,127,18,64,45,4,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2076.png
77,138,134,93,123,69,49,49,45,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2077.png
98,146,137,112,128,52,52,49,36,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2078.png
87,120,136,94,104,67,81,58,53,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2079.png
103,143,128,104,139,24,59,52,40,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2080.png
102,150,136,103,135,34,59,46,37,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2081.png
80,141,163,106,125,38,43,20,39,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2082.png
85,159,166,110,142,20,50,29,28,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2083.png
90,169,155,106,147,15,59,48,25,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2084.png
91,155,155,98,142,20,63,52,27,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2085.png
82,162,150,107,144,32,56,40,33,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2086.png
94,149,147,98,129,44,55,54,34,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2087.png
94,138,136,113,129,31,57,45,13,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2088.png
93,150,131,101,137,27,61,64,44,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2089.png
80,141,162,101,127,40,48,19,41,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2090.png
81,136,139,118,126,48,66,38,45,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2091.png
93,126,155,112,114,54,66,56,35,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2092.png
106,138,132,109,151,13,64,51,32,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2093.png
76,154,177,109,134,16,50,27,25,121,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2094.png
67,134,143,91,120,58,29,33,41,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2095.png
99,168,151,95,128,52,34,32,33,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2096.png
92,155,152,114,126,34,53,25,30,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2097.png
80,143,167,99,135,45,52,28,31,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2098.png
78,124,146,98,110,49,65,54,47,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2099.png
79,127,155,94,113,61,78,44,45,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2100.png
75,147,126,91,120,68,50,58,56,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2101.png
99,141,137,101,119,59,50,42,46,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2102.png
97,155,157,89,142,47,51,53,25,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2103.png
101,130,122,108,137,21,70,57,40,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2104.png
73,138,142,87,125,60,46,36,42,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2105.png
96,119,116,101,110,53,75,63,52,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2106.png
84,152,163,117,128,47,44,13,35,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2107.png
99,131,125,115,118,34,70,50,18,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2108.png
91,160,127,95,120,61,53,69,53,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2109.png
78,163,134,98,129,56,45,57,48,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2110.png
94,167,148,89,129,54,33,41,25,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2111.png
79,126,139,88,120,66,42,26,57,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2112.png
80,136,148,96,128,61,57,43,39,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2113.png
88,136,139,97,116,62,56,57,38,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2114.png
83,115,127,94,113,65,74,58,62,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2115.png
92,145,144,113,124,41,54,33,30,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2116.png
90,144,145,109,122,42,53,46,26,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2117.png
89,168,170,106,142,11,58,44,11,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2118.png
79,156,149,92,123,56,30,13,37,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2119.png
76,122,127,89,127,89,50,40,59,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2120.png
103,121,115,93,119,52,73,67,63,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2121.png
95,123,119,107,113,37,73,56,30,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2122.png
82,126,131,87,112,65,61,29,57,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2123.png
91,160,155,98,140,19,60,51,28,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2124.png
93,145,157,108,119,27,63,52,16,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2125.png
100,135,128,102,122,49,55,45,47,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2126.png
96,131,134,109,121,39,70,60,34,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2127.png
92,126,122,105,107,46,72,63,43,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2128.png
88,129,145,111,118,59,66,58,32,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2129.png
98,135,131,108,115,26,64,55,27,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2130.png
98,151,144,86,136,42,65,52,40,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2131.png
85,155,154,112,125,46,62,24,37,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2132.png
93,126,132,112,116,49,70,56,24,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2133.png
87,124,122,115,108,55,74,60,27,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2134.png
99,154,153,98,124,44,46,39,26,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2135.png
98,143,134,107,123,23,68,52,34,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2136.png
100,135,130,109,131,16,63,51,19,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2137.png
103,145,143,109,149,17,50,29,10,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2138.png
77,118,148,92,124,63,16,15,63,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2139.png
86,129,133,116,114,49,69,55,32,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2140.png
94,140,163,97,146,56,63,50,23,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2141.png
78,141,135,95,124,72,39,32,50,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2142.png
95,149,135,102,128,59,59,63,46,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2143.png
94,145,141,93,134,63,57,64,42,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2144.png
68,156,137,97,124,67,40,47,44,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2145.png
102,124,118,98,142,27,60,61,45,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2146.png
87,152,144,98,123,32,65,52,40,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2147.png
101,163,149,108,148,18,62,46,19,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2148.png
89,142,142,87,128,60,60,55,37,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2149.png
90,172,170,103,148,17,56,40,12,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2150.png
77,127,138,90,124,63,66,32,50,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2151.png
94,151,142,98,122,61,44,47,37,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2152.png
82,126,161,93,110,56,77,49,44,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2153.png
103,139,141,109,131,48,47,39,27,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2154.png
84,131,141,87,115,65,77,47,42,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2155.png
79,138,128,85,109,71,83,53,44,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2156.png
98,162,150,107,144,21,64,43,19,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2157.png
89,126,154,100,114,56,68,56,27,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2158.png
77,126,144,92,109,68,76,51,49,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2159.png
82,117,126,86,112,65,39,45,64,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2160.png
88,153,135,98,124,57,58,53,44,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2161.png
74,141,158,98,135,40,31,19,45,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2162.png
96,160,129,95,130,57,53,50,49,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2163.png
84,137,152,92,126,61,63,28,45,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2164.png
88,155,154,99,125,58,43,24,23,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2165.png
100,138,129,97,123,59,62,65,52,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2166.png
74,139,141,101,138,56,63,34,47,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2167.png
93,126,135,96,109,66,73,53,48,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2168.png
95,119,124,114,107,59,75,62,29,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2169.png
101,122,119,100,119,46,72,69,55,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2170.png
94,128,125,105,112,43,78,58,35,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2171.png
115,130,133,97,126,43,55,52,42,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2172.png
93,149,155,103,123,40,51,43,23,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2173.png
98,137,132,104,121,26,66,57,35,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2174.png
89,159,142,97,136,53,59,51,38,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2175.png
88,154,145,98,123,60,42,42,31,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2176.png
96,154,159,105,108,24,60,50,20,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2177.png
100,152,128,95,121,58,57,54,51,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2178.png
107,137,132,106,123,12,58,57,32,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2179.png
89,143,128,96,121,54,69,61,53,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2180.png
79,136,146,91,121,56,48,52,39,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2181.png
83,154,167,110,137,21,56,35,22,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2182.png
98,150,145,105,128,13,60,55,28,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2183.png
96,156,145,99,121,53,38,47,37,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2184.png
86,127,119,96,113,62,69,71,60,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2185.png
84,155,151,108,125,45,40,21,42,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2186.png
105,135,124,103,134,37,67,54,45,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2187.png
92,169,163,100,141,10,61,45,18,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2188.png
102,147,155,102,115,23,62,53,24,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2189.png
81,137,164,100,120,54,73,28,40,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2190.png
83,127,142,95,121,65,59,42,53,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2191.png
90,135,148,99,115,44,73,58,31,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2192.png
93,171,140,95,123,54,41,32,38,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2193.png
76,145,157,103,123,52,31,14,41,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2194.png
96,125,120,107,109,41,71,65,43,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2195.png
82,137,131,95,122,68,57,56,51,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2196.png
95,156,137,104,135,35,60,50,38,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2197.png
103,160,143,108,137,27,42,20,26,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2198.png
86,148,166,106,122,31,65,45,15,120,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2199.png
83,157,148,96,125,61,24,39,31,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2200.png
73,130,137,94,116,61,30,52,50,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2201.png
94,141,166,106,124,37,65,51,12,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2202.png
105,146,140,106,155,15,57,40,16,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2203.png
96,149,131,105,140,30,50,53,34,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2204.png
84,133,168,112,117,49,69,35,45,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2205.png
87,150,153,111,137,45,47,22,42,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2206.png
86,149,147,102,132,41,58,45,37,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2207.png
80,132,138,99,123,61,60,50,52,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2208.png
86,134,156,105,113,40,63,41,39,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2209.png
81,127,146,95,118,65,74,44,51,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2210.png
90,148,124,102,128,70,54,57,53,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2211.png
101,150,143,115,139,36,54,49,28,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2212.png
82,149,155,116,125,32,26,34,42,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2213.png
99,118,126,100,99,55,74,65,39,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2214.png
84,139,167,108,121,38,63,30,38,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2215.png
86,127,131,81,114,68,83,51,50,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2216.png
94,135,153,115,114,48,64,44,24,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2217.png
89,159,149,106,144,26,55,37,29,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2218.png
79,129,150,87,119,59,70,32,47,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2219.png
77,132,145,90,119,61,36,21,50,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2220.png
103,139,130,104,141,22,63,56,38,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2221.png
96,164,153,100,145,40,55,52,31,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2222.png
87,138,139,105,123,43,66,45,40,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2223.png
89,152,157,103,137,42,58,48,23,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2224.png
88,140,155,104,126,51,58,25,47,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2225.png
90,157,134,96,125,56,55,57,46,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2226.png
88,129,153,99,112,66,76,48,43,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2227.png
83,133,126,104,122,64,67,60,53,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2228.png
95,149,151,87,127,60,57,30,27,117,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2229.png
75,127,121,98,116,74,59,70,67,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2230.png
76,118,125,97,116,73,57,65,68,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2231.png
88,155,139,91,126,63,48,42,34,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2232.png
90,167,153,114,128,41,33,18,35,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2233.png
95,129,136,97,109,65,59,54,42,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2234.png
91,149,161,92,129,54,41,37,17,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2235.png
101,142,134,110,137,16,62,46,19,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2236.png
100,118,110,93,120,67,71,67,60,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_2237.png
